Date,Session,Type,Purge_Time,Revert_Time
2024-08-12,London,Purge High,2024-08-12 03:40:00-04:00,2024-08-12 03:40:00-04:00
2024-08-13,London,Purge High,2024-08-13 02:00:00-04:00,2024-08-13 06:26:00-04:00
2024-08-16,London,Purge High,2024-08-16 02:00:00-04:00,2024-08-16 03:49:00-04:00
2024-08-20,London,Purge High,2024-08-20 03:22:00-04:00,2024-08-20 03:22:00-04:00
2024-08-22,London,Purge High,2024-08-22 06:32:00-04:00,2024-08-22 06:47:00-04:00
2024-08-26,London,Purge High,2024-08-26 03:32:00-04:00,2024-08-26 03:36:00-04:00
2024-08-28,London,Purge High,2024-08-28 02:35:00-04:00,2024-08-28 02:35:00-04:00
2024-08-30,London,Purge High,2024-08-30 02:07:00-04:00,2024-08-30 02:36:00-04:00
2024-09-02,London,Purge Low,2024-09-02 02:43:00-04:00,2024-09-02 02:44:00-04:00
2024-09-03,London,Purge Low,2024-09-03 04:58:00-04:00,2024-09-03 04:58:00-04:00
2024-09-12,London,Purge High,2024-09-12 02:00:00-04:00,2024-09-12 02:45:00-04:00
2024-09-13,London,Purge High,2024-09-13 03:28:00-04:00,2024-09-13 03:28:00-04:00
2024-09-16,London,Purge Low,2024-09-16 06:11:00-04:00,2024-09-16 06:11:00-04:00
2024-09-17,London,Purge High,2024-09-17 05:13:00-04:00,2024-09-17 05:13:00-04:00
2024-09-18,London,Purge High,2024-09-18 02:30:00-04:00,2024-09-18 02:30:00-04:00
2024-09-23,London,Purge Low,2024-09-23 03:15:00-04:00,2024-09-23 03:28:00-04:00
2024-09-24,London,Purge High,2024-09-24 04:11:00-04:00,2024-09-24 04:12:00-04:00
2024-09-27,London,Purge Low,2024-09-27 02:23:00-04:00,2024-09-27 02:24:00-04:00
2024-09-30,London,Purge Low,2024-09-30 02:22:00-04:00,2024-09-30 02:32:00-04:00
2024-10-02,London,Purge Low,2024-10-02 02:10:00-04:00,2024-10-02 02:11:00-04:00
2024-10-03,London,Purge Low,2024-10-03 03:29:00-04:00,2024-10-03 03:41:00-04:00
2024-10-04,London,Purge High,2024-10-04 06:17:00-04:00,2024-10-04 06:17:00-04:00
2024-10-07,London,Purge Low,2024-10-07 02:00:00-04:00,2024-10-07 02:50:00-04:00
2024-10-11,London,Purge Low,2024-10-11 02:00:00-04:00,2024-10-11 02:02:00-04:00
2024-10-14,London,Purge High,2024-10-14 03:23:00-04:00,2024-10-14 03:23:00-04:00
2024-10-17,London,Purge High,2024-10-17 02:16:00-04:00,2024-10-17 02:17:00-04:00
2024-10-18,London,Purge High,2024-10-18 02:23:00-04:00,2024-10-18 02:23:00-04:00
2024-10-22,London,Purge Low,2024-10-22 02:43:00-04:00,2024-10-22 02:45:00-04:00
2024-10-23,London,Purge High,2024-10-23 03:19:00-04:00,2024-10-23 03:19:00-04:00
2024-10-25,London,Purge High,2024-10-25 03:37:00-04:00,2024-10-25 03:39:00-04:00
2024-10-28,London,Purge High,2024-10-28 03:14:00-04:00,2024-10-28 03:15:00-04:00
2024-11-06,London,Purge High,2024-11-06 02:00:00-05:00,2024-11-06 06:49:00-05:00
2024-11-07,London,Purge High,2024-11-07 02:00:00-05:00,2024-11-07 02:22:00-05:00
2024-11-08,London,Purge High,2024-11-08 02:45:00-05:00,2024-11-08 02:45:00-05:00
2024-11-11,London,Purge High,2024-11-11 03:18:00-05:00,2024-11-11 03:21:00-05:00
2024-11-12,London,Purge Low,2024-11-12 02:26:00-05:00,2024-11-12 02:28:00-05:00
2024-11-13,London,Purge Low,2024-11-13 02:00:00-05:00,2024-11-13 02:28:00-05:00
2024-11-14,London,Purge High,2024-11-14 04:01:00-05:00,2024-11-14 04:02:00-05:00
2024-11-14,London,Purge Low,2024-11-14 02:01:00-05:00,2024-11-14 02:10:00-05:00
2024-11-19,London,Purge Low,2024-11-19 03:38:00-05:00,2024-11-19 03:47:00-05:00
2024-11-20,London,Purge High,2024-11-20 02:00:00-05:00,2024-11-20 02:00:00-05:00
2024-11-21,London,Purge Low,2024-11-21 02:27:00-05:00,2024-11-21 02:28:00-05:00
2024-11-25,London,Purge High,2024-11-25 04:51:00-05:00,2024-11-25 04:53:00-05:00
2024-12-02,London,Purge Low,2024-12-02 05:10:00-05:00,2024-12-02 05:11:00-05:00
2024-12-03,London,Purge High,2024-12-03 03:08:00-05:00,2024-12-03 03:10:00-05:00
2024-12-04,London,Purge High,2024-12-04 02:00:00-05:00,2024-12-04 02:08:00-05:00
2024-12-09,London,Purge High,2024-12-09 02:35:00-05:00,2024-12-09 04:08:00-05:00
2024-12-09,London,Purge Low,2024-12-09 05:11:00-05:00,2024-12-09 05:11:00-05:00
2024-12-10,London,Purge Low,2024-12-10 02:00:00-05:00,2024-12-10 02:00:00-05:00
2024-12-11,London,Purge Low,2024-12-11 02:37:00-05:00,2024-12-11 02:37:00-05:00
2024-12-12,London,Purge High,2024-12-12 03:29:00-05:00,2024-12-12 03:30:00-05:00
2024-12-13,London,Purge High,2024-12-13 04:24:00-05:00,2024-12-13 04:25:00-05:00
2024-12-16,London,Purge High,2024-12-16 04:08:00-05:00,2024-12-16 04:09:00-05:00
2024-12-20,London,Purge Low,2024-12-20 03:33:00-05:00,2024-12-20 03:34:00-05:00
2024-12-23,London,Purge High,2024-12-23 02:00:00-05:00,2024-12-23 02:08:00-05:00
2024-12-23,London,Purge Low,2024-12-23 06:21:00-05:00,2024-12-23 06:23:00-05:00
2024-12-24,London,Purge High,2024-12-24 02:00:00-05:00,2024-12-24 03:07:00-05:00
2024-12-26,London,Purge Low,2024-12-26 03:07:00-05:00,2024-12-26 03:09:00-05:00
2025-01-02,London,Purge High,2025-01-02 02:00:00-05:00,2025-01-02 03:33:00-05:00
2025-01-08,London,Purge Low,2025-01-08 06:31:00-05:00,2025-01-08 06:49:00-05:00
2025-01-09,London,Purge Low,2025-01-09 02:30:00-05:00,2025-01-09 02:33:00-05:00
2025-01-10,London,Purge High,2025-01-10 06:06:00-05:00,2025-01-10 06:53:00-05:00
2025-01-14,London,Purge High,2025-01-14 03:19:00-05:00,2025-01-14 03:19:00-05:00
2025-01-15,London,Purge Low,2025-01-15 03:00:00-05:00,2025-01-15 03:05:00-05:00
2025-01-22,London,Purge High,2025-01-22 03:19:00-05:00,2025-01-22 03:21:00-05:00
2025-01-30,London,Purge High,2025-01-30 03:05:00-05:00,2025-01-30 03:11:00-05:00
2025-01-31,London,Purge High,2025-01-31 02:11:00-05:00,2025-01-31 02:12:00-05:00
2025-02-03,London,Purge High,2025-02-03 03:03:00-05:00,2025-02-03 03:03:00-05:00
2025-02-06,London,Purge High,2025-02-06 02:00:00-05:00,2025-02-06 02:25:00-05:00
2025-02-10,London,Purge High,2025-02-10 03:05:00-05:00,2025-02-10 03:07:00-05:00
2025-02-12,London,Purge Low,2025-02-12 04:20:00-05:00,2025-02-12 04:21:00-05:00
2025-02-13,London,Purge Low,2025-02-13 04:00:00-05:00,2025-02-13 04:01:00-05:00
2025-02-14,London,Purge High,2025-02-14 02:05:00-05:00,2025-02-14 02:05:00-05:00
2025-02-18,London,Purge High,2025-02-18 02:00:00-05:00,2025-02-18 03:07:00-05:00
2025-02-19,London,Purge Low,2025-02-19 05:22:00-05:00,2025-02-19 05:22:00-05:00
2025-02-20,London,Purge Low,2025-02-20 02:00:00-05:00,2025-02-20 02:15:00-05:00
2025-02-21,London,Purge High,2025-02-21 05:16:00-05:00,2025-02-21 05:16:00-05:00
2025-02-21,London,Purge Low,2025-02-21 03:15:00-05:00,2025-02-21 03:17:00-05:00
2025-02-24,London,Purge High,2025-02-24 04:06:00-05:00,2025-02-24 04:08:00-05:00
2025-02-25,London,Purge Low,2025-02-25 02:29:00-05:00,2025-02-25 02:40:00-05:00
2025-02-27,London,Purge High,2025-02-27 02:00:00-05:00,2025-02-27 02:00:00-05:00
2025-03-04,London,Purge Low,2025-03-04 03:08:00-05:00,2025-03-04 03:08:00-05:00
2025-03-05,London,Purge High,2025-03-05 03:27:00-05:00,2025-03-05 03:27:00-05:00
2025-03-06,London,Purge Low,2025-03-06 03:12:00-05:00,2025-03-06 03:15:00-05:00
2025-03-07,London,Purge Low,2025-03-07 02:00:00-05:00,2025-03-07 02:01:00-05:00
2025-03-12,London,Purge High,2025-03-12 04:00:00-04:00,2025-03-12 04:00:00-04:00
2025-03-12,London,Purge Low,2025-03-12 02:55:00-04:00,2025-03-12 02:55:00-04:00
2025-03-13,London,Purge Low,2025-03-13 02:08:00-04:00,2025-03-13 02:08:00-04:00
2025-03-17,London,Purge High,2025-03-17 06:49:00-04:00,2025-03-17 06:53:00-04:00
2025-03-19,London,Purge Low,2025-03-19 03:43:00-04:00,2025-03-19 03:44:00-04:00
2025-03-21,London,Purge Low,2025-03-21 02:00:00-04:00,2025-03-21 02:00:00-04:00
2025-03-25,London,Purge High,2025-03-25 06:46:00-04:00,2025-03-25 06:46:00-04:00
2025-03-28,London,Purge Low,2025-03-28 02:56:00-04:00,2025-03-28 02:56:00-04:00
2025-04-01,London,Purge High,2025-04-01 02:47:00-04:00,2025-04-01 03:33:00-04:00
2025-04-04,London,Purge Low,2025-04-04 06:06:00-04:00,2025-04-04 06:07:00-04:00
2025-04-08,London,Purge High,2025-04-08 04:00:00-04:00,2025-04-08 04:00:00-04:00
2025-04-14,London,Purge High,2025-04-14 02:36:00-04:00,2025-04-14 02:36:00-04:00
2025-04-16,London,Purge Low,2025-04-16 02:00:00-04:00,2025-04-16 04:27:00-04:00
2025-04-21,London,Purge Low,2025-04-21 03:10:00-04:00,2025-04-21 04:33:00-04:00
2025-04-24,London,Purge Low,2025-04-24 03:05:00-04:00,2025-04-24 03:05:00-04:00
2025-04-25,London,Purge High,2025-04-25 02:51:00-04:00,2025-04-25 02:55:00-04:00
2025-04-28,London,Purge High,2025-04-28 03:00:00-04:00,2025-04-28 03:00:00-04:00
2025-04-30,London,Purge High,2025-04-30 04:15:00-04:00,2025-04-30 04:17:00-04:00
2025-05-01,London,Purge High,2025-05-01 03:36:00-04:00,2025-05-01 03:47:00-04:00
2025-05-05,London,Purge Low,2025-05-05 04:54:00-04:00,2025-05-05 04:55:00-04:00
2025-05-06,London,Purge Low,2025-05-06 02:00:00-04:00,2025-05-06 02:05:00-04:00
2025-05-08,London,Purge High,2025-05-08 03:07:00-04:00,2025-05-08 03:34:00-04:00
2025-05-09,London,Purge High,2025-05-09 02:00:00-04:00,2025-05-09 02:00:00-04:00
2025-05-12,London,Purge High,2025-05-12 02:00:00-04:00,2025-05-12 02:18:00-04:00
2025-05-14,London,Purge High,2025-05-14 02:00:00-04:00,2025-05-14 03:25:00-04:00
2025-05-15,London,Purge Low,2025-05-15 03:44:00-04:00,2025-05-15 03:44:00-04:00
2025-05-16,London,Purge High,2025-05-16 03:41:00-04:00,2025-05-16 03:41:00-04:00
2025-05-19,London,Purge Low,2025-05-19 02:45:00-04:00,2025-05-19 02:46:00-04:00
2025-05-21,London,Purge Low,2025-05-21 02:00:00-04:00,2025-05-21 03:55:00-04:00
2025-05-23,London,Purge High,2025-05-23 04:07:00-04:00,2025-05-23 04:07:00-04:00
2025-05-23,London,Purge Low,2025-05-23 02:03:00-04:00,2025-05-23 02:03:00-04:00
2025-05-26,London,Purge High,2025-05-26 02:29:00-04:00,2025-05-26 02:30:00-04:00
2025-05-27,London,Purge High,2025-05-27 03:22:00-04:00,2025-05-27 03:22:00-04:00
2025-05-28,London,Purge High,2025-05-28 06:34:00-04:00,2025-05-28 06:35:00-04:00
2025-05-29,London,Purge High,2025-05-29 03:59:00-04:00,2025-05-29 04:03:00-04:00
2025-06-02,London,Purge Low,2025-06-02 02:00:00-04:00,2025-06-02 02:20:00-04:00
2025-06-04,London,Purge High,2025-06-04 04:04:00-04:00,2025-06-04 04:32:00-04:00
2025-06-05,London,Purge High,2025-06-05 03:15:00-04:00,2025-06-05 03:15:00-04:00
2025-06-12,London,Purge Low,2025-06-12 04:02:00-04:00,2025-06-12 04:10:00-04:00
2025-06-16,London,Purge High,2025-06-16 02:00:00-04:00,2025-06-16 02:00:00-04:00
2025-06-19,London,Purge Low,2025-06-19 03:56:00-04:00,2025-06-19 03:57:00-04:00
2025-06-20,London,Purge High,2025-06-20 02:00:00-04:00,2025-06-20 02:00:00-04:00
2025-06-25,London,Purge High,2025-06-25 02:12:00-04:00,2025-06-25 02:12:00-04:00
2025-06-30,London,Purge High,2025-06-30 02:05:00-04:00,2025-06-30 02:07:00-04:00
2025-07-01,London,Purge Low,2025-07-01 02:00:00-04:00,2025-07-01 03:00:00-04:00
2025-07-02,London,Purge Low,2025-07-02 06:49:00-04:00,2025-07-02 06:49:00-04:00
2025-07-03,London,Purge High,2025-07-03 02:44:00-04:00,2025-07-03 02:51:00-04:00
2025-07-07,London,Purge Low,2025-07-07 04:11:00-04:00,2025-07-07 04:12:00-04:00
2025-07-09,London,Purge High,2025-07-09 05:29:00-04:00,2025-07-09 05:30:00-04:00
2025-07-09,London,Purge Low,2025-07-09 02:06:00-04:00,2025-07-09 02:14:00-04:00
2025-07-14,London,Purge High,2025-07-14 04:52:00-04:00,2025-07-14 04:58:00-04:00
2025-07-14,London,Purge Low,2025-07-14 02:04:00-04:00,2025-07-14 02:05:00-04:00
2025-07-15,London,Purge High,2025-07-15 04:26:00-04:00,2025-07-15 04:27:00-04:00
2025-07-16,London,Purge Low,2025-07-16 02:38:00-04:00,2025-07-16 02:40:00-04:00
2025-07-18,London,Purge High,2025-07-18 02:00:00-04:00,2025-07-18 02:36:00-04:00
2025-07-21,London,Purge High,2025-07-21 02:08:00-04:00,2025-07-21 02:08:00-04:00
2025-07-25,London,Purge Low,2025-07-25 03:22:00-04:00,2025-07-25 03:22:00-04:00
2025-07-28,London,Purge High,2025-07-28 02:00:00-04:00,2025-07-28 02:32:00-04:00
2025-07-28,London,Purge Low,2025-07-28 06:42:00-04:00,2025-07-28 06:43:00-04:00
2025-07-29,London,Purge High,2025-07-29 03:42:00-04:00,2025-07-29 03:42:00-04:00
2025-07-31,London,Purge High,2025-07-31 02:01:00-04:00,2025-07-31 02:03:00-04:00
2025-08-01,London,Purge Low,2025-08-01 03:10:00-04:00,2025-08-01 03:11:00-04:00
2025-08-04,London,Purge High,2025-08-04 02:00:00-04:00,2025-08-04 02:06:00-04:00
2025-08-05,London,Purge High,2025-08-05 02:15:00-04:00,2025-08-05 02:16:00-04:00
2025-08-07,London,Purge High,2025-08-07 03:16:00-04:00,2025-08-07 03:16:00-04:00
2025-08-11,London,Purge Low,2025-08-11 03:54:00-04:00,2025-08-11 03:57:00-04:00
2025-08-13,London,Purge High,2025-08-13 02:41:00-04:00,2025-08-13 02:42:00-04:00
2025-08-14,London,Purge Low,2025-08-14 02:00:00-04:00,2025-08-14 02:03:00-04:00
2025-08-15,London,Purge High,2025-08-15 02:00:00-04:00,2025-08-15 03:51:00-04:00
2025-08-18,London,Purge Low,2025-08-18 02:19:00-04:00,2025-08-18 02:31:00-04:00
2025-08-19,London,Purge Low,2025-08-19 02:00:00-04:00,2025-08-19 02:28:00-04:00
2025-08-22,London,Purge Low,2025-08-22 02:03:00-04:00,2025-08-22 03:50:00-04:00
2025-08-25,London,Purge Low,2025-08-25 02:59:00-04:00,2025-08-25 02:59:00-04:00
2025-08-28,London,Purge High,2025-08-28 03:03:00-04:00,2025-08-28 03:08:00-04:00
2025-09-01,London,Purge Low,2025-09-01 02:00:00-04:00,2025-09-01 02:41:00-04:00
2025-09-02,London,Purge Low,2025-09-02 03:12:00-04:00,2025-09-02 03:12:00-04:00
2025-09-04,London,Purge High,2025-09-04 06:14:00-04:00,2025-09-04 06:14:00-04:00
2025-09-09,London,Purge High,2025-09-09 02:12:00-04:00,2025-09-09 02:18:00-04:00
2025-09-10,London,Purge High,2025-09-10 02:00:00-04:00,2025-09-10 02:01:00-04:00
2025-09-11,London,Purge High,2025-09-11 03:40:00-04:00,2025-09-11 03:43:00-04:00
2025-09-12,London,Purge High,2025-09-12 02:00:00-04:00,2025-09-12 02:25:00-04:00
2025-09-15,London,Purge High,2025-09-15 02:00:00-04:00,2025-09-15 04:00:00-04:00
2025-09-15,London,Purge Low,2025-09-15 04:04:00-04:00,2025-09-15 04:05:00-04:00
2025-09-16,London,Purge High,2025-09-16 02:00:00-04:00,2025-09-16 02:33:00-04:00
2025-09-17,London,Purge Low,2025-09-17 02:10:00-04:00,2025-09-17 02:12:00-04:00
2025-09-18,London,Purge High,2025-09-18 03:18:00-04:00,2025-09-18 03:20:00-04:00
2025-09-22,London,Purge Low,2025-09-22 02:10:00-04:00,2025-09-22 02:13:00-04:00
2025-09-23,London,Purge High,2025-09-23 02:17:00-04:00,2025-09-23 02:17:00-04:00
2025-09-25,London,Purge Low,2025-09-25 02:16:00-04:00,2025-09-25 02:16:00-04:00
2025-09-26,London,Purge Low,2025-09-26 05:01:00-04:00,2025-09-26 05:06:00-04:00
2025-09-29,London,Purge High,2025-09-29 02:00:00-04:00,2025-09-29 02:04:00-04:00
2025-09-30,London,Purge Low,2025-09-30 03:03:00-04:00,2025-09-30 03:03:00-04:00
2025-10-01,London,Purge Low,2025-10-01 02:00:00-04:00,2025-10-01 02:01:00-04:00
2025-10-02,London,Purge High,2025-10-02 03:05:00-04:00,2025-10-02 03:06:00-04:00
2025-10-03,London,Purge High,2025-10-03 02:12:00-04:00,2025-10-03 03:37:00-04:00
2025-10-06,London,Purge High,2025-10-06 02:38:00-04:00,2025-10-06 03:00:00-04:00
2025-10-08,London,Purge Low,2025-10-08 02:43:00-04:00,2025-10-08 02:44:00-04:00
2025-10-10,London,Purge Low,2025-10-10 05:48:00-04:00,2025-10-10 06:12:00-04:00
2025-10-13,London,Purge High,2025-10-13 03:00:00-04:00,2025-10-13 03:02:00-04:00
2025-10-15,London,Purge High,2025-10-15 03:12:00-04:00,2025-10-15 03:13:00-04:00
2025-10-16,London,Purge High,2025-10-16 02:16:00-04:00,2025-10-16 02:16:00-04:00
2025-10-20,London,Purge High,2025-10-20 02:00:00-04:00,2025-10-20 02:01:00-04:00
2025-10-22,London,Purge High,2025-10-22 02:25:00-04:00,2025-10-22 02:25:00-04:00
2025-10-24,London,Purge High,2025-10-24 02:00:00-04:00,2025-10-24 04:05:00-04:00
2025-10-27,London,Purge High,2025-10-27 02:00:00-04:00,2025-10-27 04:32:00-04:00
2025-10-29,London,Purge High,2025-10-29 02:00:00-04:00,2025-10-29 05:09:00-04:00
2025-11-03,London,Purge High,2025-11-03 04:15:00-05:00,2025-11-03 04:15:00-05:00
2025-11-03,London,Purge Low,2025-11-03 02:44:00-05:00,2025-11-03 02:45:00-05:00
2025-11-06,London,Purge High,2025-11-06 05:33:00-05:00,2025-11-06 05:36:00-05:00
2025-11-07,London,Purge Low,2025-11-07 06:13:00-05:00,2025-11-07 06:50:00-05:00
2025-11-10,London,Purge High,2025-11-10 02:32:00-05:00,2025-11-10 02:36:00-05:00
2025-11-12,London,Purge High,2025-11-12 02:00:00-05:00,2025-11-12 06:29:00-05:00
2025-11-14,London,Purge Low,2025-11-14 02:06:00-05:00,2025-11-14 02:06:00-05:00
2025-11-17,London,Purge High,2025-11-17 02:14:00-05:00,2025-11-17 02:14:00-05:00
2025-11-18,London,Purge Low,2025-11-18 02:05:00-05:00,2025-11-18 02:06:00-05:00
2025-11-20,London,Purge High,2025-11-20 02:20:00-05:00,2025-11-20 02:22:00-05:00
2025-11-21,London,Purge Low,2025-11-21 05:00:00-05:00,2025-11-21 05:35:00-05:00
2025-11-24,London,Purge High,2025-11-24 03:18:00-05:00,2025-11-24 03:21:00-05:00
2025-11-24,London,Purge Low,2025-11-24 04:25:00-05:00,2025-11-24 04:32:00-05:00
2025-11-26,London,Purge High,2025-11-26 02:00:00-05:00,2025-11-26 03:10:00-05:00
2025-12-02,London,Purge High,2025-12-02 04:25:00-05:00,2025-12-02 04:30:00-05:00
2025-12-03,London,Purge High,2025-12-03 02:23:00-05:00,2025-12-03 02:23:00-05:00
2025-12-04,London,Purge High,2025-12-04 04:39:00-05:00,2025-12-04 05:31:00-05:00
2025-12-04,London,Purge Low,2025-12-04 03:27:00-05:00,2025-12-04 03:28:00-05:00
2025-12-05,London,Purge High,2025-12-05 02:05:00-05:00,2025-12-05 02:10:00-05:00
2025-12-08,London,Purge High,2025-12-08 02:16:00-05:00,2025-12-08 02:50:00-05:00
2025-12-09,London,Purge Low,2025-12-09 04:06:00-05:00,2025-12-09 04:10:00-05:00
2025-12-10,London,Purge High,2025-12-10 02:21:00-05:00,2025-12-10 03:52:00-05:00
2025-12-10,London,Purge Low,2025-12-10 05:29:00-05:00,2025-12-10 05:32:00-05:00
2025-12-15,London,Purge High,2025-12-15 03:42:00-05:00,2025-12-15 03:46:00-05:00
2025-12-16,London,Purge Low,2025-12-16 02:37:00-05:00,2025-12-16 02:39:00-05:00
2025-12-22,London,Purge High,2025-12-22 02:03:00-05:00,2025-12-22 02:05:00-05:00
2025-12-23,London,Purge Low,2025-12-23 02:02:00-05:00,2025-12-23 02:02:00-05:00
2025-12-26,London,Purge Low,2025-12-26 02:00:00-05:00,2025-12-26 04:57:00-05:00
2025-12-30,London,Purge Low,2025-12-30 02:20:00-05:00,2025-12-30 02:20:00-05:00
2025-12-31,London,Purge Low,2025-12-31 02:10:00-05:00,2025-12-31 02:10:00-05:00
2026-01-02,London,Purge High,2026-01-02 02:00:00-05:00,2026-01-02 02:12:00-05:00
2026-01-05,London,Purge High,2026-01-05 02:00:00-05:00,2026-01-05 02:12:00-05:00
2026-01-06,London,Purge High,2026-01-06 02:00:00-05:00,2026-01-06 02:45:00-05:00
2026-01-08,London,Purge Low,2026-01-08 02:00:00-05:00,2026-01-08 02:23:00-05:00
2026-01-12,London,Purge Low,2026-01-12 03:16:00-05:00,2026-01-12 03:16:00-05:00
2026-01-14,London,Purge Low,2026-01-14 02:00:00-05:00,2026-01-14 04:10:00-05:00
2026-01-16,London,Purge High,2026-01-16 02:00:00-05:00,2026-01-16 02:37:00-05:00
2026-01-19,London,Purge Low,2026-01-19 02:08:00-05:00,2026-01-19 02:08:00-05:00
2026-01-23,London,Purge High,2026-01-23 02:05:00-05:00,2026-01-23 02:05:00-05:00
2026-01-26,London,Purge High,2026-01-26 02:00:00-05:00,2026-01-26 04:31:00-05:00
2026-01-27,London,Purge High,2026-01-27 02:00:00-05:00,2026-01-27 02:20:00-05:00
2026-01-30,London,Purge Low,2026-01-30 02:37:00-05:00,2026-01-30 02:44:00-05:00
2026-02-03,London,Purge High,2026-02-03 02:00:00-05:00,2026-02-03 02:01:00-05:00
2026-02-04,London,Purge Low,2026-02-04 04:20:00-05:00,2026-02-04 04:20:00-05:00
2026-02-09,London,Purge Low,2026-02-09 02:00:00-05:00,2026-02-09 02:06:00-05:00
2026-02-10,London,Purge High,2026-02-10 04:16:00-05:00,2026-02-10 04:16:00-05:00
2026-02-11,London,Purge Low,2026-02-11 02:11:00-05:00,2026-02-11 02:11:00-05:00
2026-02-12,London,Purge High,2026-02-12 02:18:00-05:00,2026-02-12 02:18:00-05:00
2026-02-13,London,Purge Low,2026-02-13 03:17:00-05:00,2026-02-13 03:22:00-05:00
2026-02-16,London,Purge High,2026-02-16 02:36:00-05:00,2026-02-16 02:36:00-05:00
2026-02-17,London,Purge Low,2026-02-17 06:25:00-05:00,2026-02-17 06:25:00-05:00
2026-02-18,London,Purge High,2026-02-18 02:45:00-05:00,2026-02-18 02:45:00-05:00
2026-02-19,London,Purge High,2026-02-19 02:00:00-05:00,2026-02-19 03:46:00-05:00
2026-02-20,London,Purge Low,2026-02-20 06:57:00-05:00,2026-02-20 06:58:00-05:00
2026-02-24,London,Purge Low,2026-02-24 03:48:00-05:00,2026-02-24 03:53:00-05:00
2026-02-25,London,Purge High,2026-02-25 06:46:00-05:00,2026-02-25 06:49:00-05:00
2026-02-27,London,Purge Low,2026-02-27 06:42:00-05:00,2026-02-27 06:47:00-05:00
2026-03-02,London,Purge Low,2026-03-02 02:00:00-05:00,2026-03-02 06:45:00-05:00
2026-03-03,London,Purge Low,2026-03-03 03:42:00-05:00,2026-03-03 03:43:00-05:00
2026-03-04,London,Purge High,2026-03-04 05:09:00-05:00,2026-03-04 05:09:00-05:00
2026-03-06,London,Purge High,2026-03-06 02:27:00-05:00,2026-03-06 02:28:00-05:00
2026-03-06,London,Purge Low,2026-03-06 04:25:00-05:00,2026-03-06 04:31:00-05:00
2026-03-09,London,Purge High,2026-03-09 05:32:00-04:00,2026-03-09 05:46:00-04:00
2026-03-10,London,Purge High,2026-03-10 03:05:00-04:00,2026-03-10 03:07:00-04:00
2026-03-13,London,Purge Low,2026-03-13 02:49:00-04:00,2026-03-13 02:50:00-04:00
2026-03-16,London,Purge High,2026-03-16 02:00:00-04:00,2026-03-16 03:27:00-04:00
2026-03-19,London,Purge Low,2026-03-19 03:13:00-04:00,2026-03-19 03:14:00-04:00
2026-03-20,London,Purge Low,2026-03-20 02:20:00-04:00,2026-03-20 03:33:00-04:00
2026-03-23,London,Purge Low,2026-03-23 02:13:00-04:00,2026-03-23 02:14:00-04:00
2026-03-24,London,Purge High,2026-03-24 03:12:00-04:00,2026-03-24 03:13:00-04:00
2026-03-25,London,Purge High,2026-03-25 04:06:00-04:00,2026-03-25 04:06:00-04:00
2026-03-26,London,Purge Low,2026-03-26 02:01:00-04:00,2026-03-26 02:02:00-04:00
2026-03-27,London,Purge Low,2026-03-27 04:20:00-04:00,2026-03-27 04:21:00-04:00
2026-04-01,London,Purge High,2026-04-01 02:00:00-04:00,2026-04-01 02:04:00-04:00
2026-04-02,London,Purge Low,2026-04-02 02:00:00-04:00,2026-04-02 02:59:00-04:00
2026-04-06,London,Purge High,2026-04-06 04:00:00-04:00,2026-04-06 04:00:00-04:00
2026-04-07,London,Purge High,2026-04-07 04:35:00-04:00,2026-04-07 04:35:00-04:00
2026-04-09,London,Purge Low,2026-04-09 03:42:00-04:00,2026-04-09 03:42:00-04:00
2026-04-13,London,Purge High,2026-04-13 02:02:00-04:00,2026-04-13 02:02:00-04:00
2026-04-14,London,Purge High,2026-04-14 03:05:00-04:00,2026-04-14 03:06:00-04:00
2026-04-16,London,Purge High,2026-04-16 02:01:00-04:00,2026-04-16 02:01:00-04:00
2026-04-17,London,Purge High,2026-04-17 04:28:00-04:00,2026-04-17 04:28:00-04:00
